!!ObjTables schema='SBtab' type='Data' tableFormat='row' class='Quantity' name='Quantity' date='2020-07-18 12:15:02' objTablesVersion='1.0.5' ionicStrength='0.1' ionicStrengthUnit='mM' pH='7.0' temperature='298.15' temperatureUnit='kelvin' unit='kJ/mol',,,,,,
!Comment,!QuantityType,!Mean,!Std,!Sign,!Identifiers:kegg.reaction,!UseAsPriorInformation
,standard Gibbs energy of reaction,43.2,8.8,0,R02017,False
,standard Gibbs energy of reaction,38.5,18.5,0,R02018,False
,standard Gibbs energy of reaction,37.4,7.7,0,R02019,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02020,False
,standard Gibbs energy of reaction,-33.1,15.6,0,R02021,False
,standard Gibbs energy of reaction,34.6,19.4,0,R02022,False
,standard Gibbs energy of reaction,34.4,19.5,0,R02023,False
,standard Gibbs energy of reaction,39.4,7.6,0,R02024,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02025,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02026,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02027,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02029,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02030,False
,standard Gibbs energy of reaction,20.8,3.9,0,R02032,False
,standard Gibbs energy of reaction,21.7,3.9,0,R02034,False
,standard Gibbs energy of reaction,-20.9,3.3,0,R02035,False
,standard Gibbs energy of reaction,-43.1,5.1,0,R02036,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02037,False
,standard Gibbs energy of reaction,0.9,5.8,0,R02038,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02039,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02040,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02041,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02042,False
,standard Gibbs energy of reaction,21.4,3.4,0,R02047,False
,standard Gibbs energy of reaction,-0.7,4.5,0,R02050,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02051,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02052,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02053,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02054,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02055,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02056,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02057,False
,standard Gibbs energy of reaction,-23.2,7.5,0,R02058,False
,standard Gibbs energy of reaction,-6.8,7.5,0,R02059,False
,standard Gibbs energy of reaction,-2.8,3.4,0,R02060,False
,standard Gibbs energy of reaction,-72.9,29.7,0,R02061,False
,standard Gibbs energy of reaction,-180.6,32.5,0,R02063,False
,standard Gibbs energy of reaction,-415.4,52.1,0,R02064,False
,standard Gibbs energy of reaction,-146.0,58.0,0,R02065,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02068,False
,standard Gibbs energy of reaction,-12.3,4.9,0,R02071,False
,standard Gibbs energy of reaction,-2.5,4.3,0,R02073,False
,standard Gibbs energy of reaction,-251.2,12.5,0,R02075,False
,standard Gibbs energy of reaction,-251.2,12.5,0,R02076,False
,standard Gibbs energy of reaction,-7.4,16.8,0,R02077,False
,standard Gibbs energy of reaction,-453.2,16.3,0,R02078,False
,standard Gibbs energy of reaction,-21.1,17.6,0,R02080,False
,standard Gibbs energy of reaction,6.2,5.2,0,R02081,False
,standard Gibbs energy of reaction,8.2,5.3,0,R02082,False
,standard Gibbs energy of reaction,-21.3,30.7,0,R02083,False
,standard Gibbs energy of reaction,-3.2,5.6,0,R02084,False
,standard Gibbs energy of reaction,3.1,32.1,0,R02085,False
,standard Gibbs energy of reaction,2.2,5.8,0,R02087,False
,standard Gibbs energy of reaction,-16.9,5.0,0,R02088,False
,standard Gibbs energy of reaction,-9.5,5.0,0,R02089,False
,standard Gibbs energy of reaction,0.1,5.8,0,R02090,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02091,False
,standard Gibbs energy of reaction,-23.3,5.8,0,R02092,False
,standard Gibbs energy of reaction,2.8,5.1,0,R02093,False
,standard Gibbs energy of reaction,-3.1,5.8,0,R02094,False
,standard Gibbs energy of reaction,-29.2,5.1,0,R02095,False
,standard Gibbs energy of reaction,-14.0,6.3,0,R02096,False
,standard Gibbs energy of reaction,-19.4,8.1,0,R02097,False
,standard Gibbs energy of reaction,-0.6,16.9,0,R02098,False
,standard Gibbs energy of reaction,-12.8,16.3,0,R02099,False
,standard Gibbs energy of reaction,-38.2,17.8,0,R02100,False
,standard Gibbs energy of reaction,-44.0,16.9,0,R02101,False
,standard Gibbs energy of reaction,-13.6,16.3,0,R02102,False
,standard Gibbs energy of reaction,-21.2,9.1,0,R02103,False
,standard Gibbs energy of reaction,32.2,26.0,0,R02106,False
,standard Gibbs energy of reaction,-154.7,12.3,0,R02107,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02108,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02109,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02110,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02111,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02112,False
,standard Gibbs energy of reaction,-11.5,171.5,0,R02113,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02114,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02115,False
,standard Gibbs energy of reaction,1382.4,91.7,0,R02116,False
,standard Gibbs energy of reaction,-19.0,17.4,0,R02118,False
,standard Gibbs energy of reaction,-21.2,17.4,0,R02119,False
,standard Gibbs energy of reaction,247.3,2.6,0,R02120,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02122,False
,standard Gibbs energy of reaction,-38.4,5.0,0,R02123,False
,standard Gibbs energy of reaction,11.4,3.4,0,R02124,False
,standard Gibbs energy of reaction,-171.8,9.6,0,R02125,False
,standard Gibbs energy of reaction,7.7,5.8,0,R02126,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02127,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02128,False
,standard Gibbs energy of reaction,-45.2,8.2,0,R02129,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02130,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02131,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02132,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02133,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02134,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02135,False
,standard Gibbs energy of reaction,-22.5,4.4,0,R02136,False
,standard Gibbs energy of reaction,1.6,5.0,0,R02137,False
,standard Gibbs energy of reaction,-5.6,42.7,0,R02138,False
,standard Gibbs energy of reaction,41.8,16.3,0,R02139,False
,standard Gibbs energy of reaction,4.9,12.6,0,R02141,False
,standard Gibbs energy of reaction,22.1,12.6,0,R02142,False
,standard Gibbs energy of reaction,-2.2,6.8,0,R02143,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02144,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02145,False
,standard Gibbs energy of reaction,11.3,4.1,0,R02147,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02148,False
,standard Gibbs energy of reaction,-94.0,18.0,0,R02150,False
,standard Gibbs energy of reaction,-20.7,16.8,0,R02152,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02155,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02156,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02157,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02158,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02159,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02160,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02161,False
,standard Gibbs energy of reaction,84.7,5.9,0,R02163,False
,standard Gibbs energy of reaction,-21.5,7.1,0,R02164,False
,standard Gibbs energy of reaction,-60.9,10.2,0,R02165,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02166,False
,standard Gibbs energy of reaction,-10.9,3.5,0,R02167,False
,standard Gibbs energy of reaction,-17.2,7.3,0,R02168,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02170,False
,standard Gibbs energy of reaction,-11.7,20.5,0,R02171,False
,standard Gibbs energy of reaction,3.5,20.6,0,R02172,False
,standard Gibbs energy of reaction,-94.4,18.9,0,R02173,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02174,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02175,False
,standard Gibbs energy of reaction,7.3,31.8,0,R02177,False
,standard Gibbs energy of reaction,-404.7,32.1,0,R02178,False
,standard Gibbs energy of reaction,-11.5,32.5,0,R02179,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02180,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02181,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02182,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02183,False
,standard Gibbs energy of reaction,872.2,1.1,0,R02184,False
,standard Gibbs energy of reaction,-889.5,1.3,0,R02185,False
,standard Gibbs energy of reaction,871.8,42.9,0,R02186,False
,standard Gibbs energy of reaction,-889.5,1.3,0,R02187,False
,standard Gibbs energy of reaction,853.7,1.4,0,R02188,False
,standard Gibbs energy of reaction,-889.5,1.3,0,R02189,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02190,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02191,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02192,False
,standard Gibbs energy of reaction,-4.8,3.4,0,R02193,False
,standard Gibbs energy of reaction,-9.5,18.3,0,R02194,False
,standard Gibbs energy of reaction,19.6,38.4,0,R02195,False
,standard Gibbs energy of reaction,33.3,6.9,0,R02196,False
,standard Gibbs energy of reaction,-100.2,10.7,0,R02197,False
,standard Gibbs energy of reaction,-4.7,6.9,0,R02199,False
,standard Gibbs energy of reaction,7.9,10.3,0,R02200,False
,standard Gibbs energy of reaction,22.3,2.5,0,R02201,False
,standard Gibbs energy of reaction,23.3,2.4,0,R02203,False
,standard Gibbs energy of reaction,-82.3,15.9,0,R02204,False
,standard Gibbs energy of reaction,34.1,14.8,0,R02205,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02206,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02207,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02208,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02209,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02210,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02211,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02212,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02213,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02214,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02215,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02216,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02218,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02219,False
,standard Gibbs energy of reaction,-11.1,30.1,0,R02220,False
,standard Gibbs energy of reaction,-6.7,4.6,0,R02221,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02222,False
,standard Gibbs energy of reaction,-68.4,43.6,0,R02223,False
,standard Gibbs energy of reaction,-70.3,43.6,0,R02224,False
,standard Gibbs energy of reaction,2.2,53.9,0,R02225,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02226,False
,standard Gibbs energy of reaction,2.3,53.9,0,R02227,False
,standard Gibbs energy of reaction,-28.6,53.9,0,R02228,False
,standard Gibbs energy of reaction,-8.6,2.9,0,R02229,False
,standard Gibbs energy of reaction,-361.8,16.0,0,R02231,False
,standard Gibbs energy of reaction,-10.9,45.0,0,R02232,False
,standard Gibbs energy of reaction,-117.5,32.4,0,R02233,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02234,False
,standard Gibbs energy of reaction,19.6,6.2,0,R02235,False
,standard Gibbs energy of reaction,20.6,6.2,0,R02236,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02237,False
,standard Gibbs energy of reaction,-14.1,6.7,0,R02238,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02239,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02240,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02241,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02242,False
,standard Gibbs energy of reaction,-17.0,7.2,0,R02243,False
,standard Gibbs energy of reaction,3.7,5.5,0,R02244,False
,standard Gibbs energy of reaction,-13.5,6.0,0,R02245,False
,standard Gibbs energy of reaction,89.9,6.1,0,R02246,False
,standard Gibbs energy of reaction,90.8,6.1,0,R02247,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02248,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02249,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02250,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02251,False
,standard Gibbs energy of reaction,57.6,8.1,0,R02252,False
,standard Gibbs energy of reaction,-437.7,10.7,0,R02253,False
,standard Gibbs energy of reaction,-437.7,10.7,0,R02254,False
,standard Gibbs energy of reaction,-3.9,9.2,0,R02255,False
,standard Gibbs energy of reaction,6.2,10.6,0,R02256,False
,standard Gibbs energy of reaction,32.5,3.0,0,R02257,False
,standard Gibbs energy of reaction,30.3,4.0,0,R02258,False
,standard Gibbs energy of reaction,33.5,2.9,0,R02259,False
,standard Gibbs energy of reaction,11.7,4.2,0,R02260,False
,standard Gibbs energy of reaction,18.0,4.6,0,R02261,False
,standard Gibbs energy of reaction,19.8,5.8,0,R02262,False
,standard Gibbs energy of reaction,6.4,5.8,0,R02263,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02264,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02265,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02266,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02267,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02268,False
,standard Gibbs energy of reaction,-7.9,3.4,0,R02269,False
,standard Gibbs energy of reaction,0.6,5.1,0,R02271,False
,standard Gibbs energy of reaction,7.5,5.2,0,R02272,False
,standard Gibbs energy of reaction,-11.1,8.5,0,R02273,False
,standard Gibbs energy of reaction,-0.1,5.3,0,R02274,False
,standard Gibbs energy of reaction,-7.6,6.9,0,R02276,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02277,False
,standard Gibbs energy of reaction,-34.1,5.5,0,R02278,False
,standard Gibbs energy of reaction,-53.3,8.2,0,R02279,False
,standard Gibbs energy of reaction,26.6,7.7,0,R02280,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02281,False
,standard Gibbs energy of reaction,3.1,5.8,0,R02282,False
,standard Gibbs energy of reaction,-11.0,6.5,0,R02283,False
,standard Gibbs energy of reaction,-1.4,5.8,0,R02284,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02285,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02286,False
,standard Gibbs energy of reaction,3.7,4.1,0,R02287,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02288,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02289,False
,standard Gibbs energy of reaction,-14.4,3.4,0,R02291,False
,standard Gibbs energy of reaction,-115.2,12.0,0,R02292,False
,standard Gibbs energy of reaction,19.8,9.4,0,R02293,False
,standard Gibbs energy of reaction,-15.2,5.8,0,R02294,False
,standard Gibbs energy of reaction,4.2,17.2,0,R02295,False
,standard Gibbs energy of reaction,14.7,4.6,0,R02296,False
,standard Gibbs energy of reaction,10.9,5.8,0,R02297,False
,standard Gibbs energy of reaction,16.5,20.6,0,R02298,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02300,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02301,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02302,False
,standard Gibbs energy of reaction,2.6,30.0,0,R02303,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02305,False
,standard Gibbs energy of reaction,-307.2,32.6,0,R02306,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R02307,False
,standard Gibbs energy of reaction,-1036.8,27.0,0,R02309,False
,standard Gibbs energy of reaction,8.6,28.0,0,R02310,False
,standard Gibbs energy of reaction,-351.8,43.8,0,R02311,False
